name,ingredients,steps,cost,dietary,prep_time
Eggs & Oats Fusion Bowl 433,"oats, eggs, spinach, kale, garlic, peanut butter","1. Cook the oats until tender. 2. Sauté the eggs with garlic. 3. Add chopped spinach and kale, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",280.5,non-vegetarian,27
Chicken & Oats Fusion Bowl 434,"oats, chicken, onions, mushrooms, sriracha, nuts","1. Cook the oats until tender. 2. Sauté the chicken with sriracha. 3. Add chopped onions and mushrooms, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",300.9,pescatarian,20
Beef & Rice Fusion Bowl 435,"rice, beef, carrots, mushrooms, sriracha, peanut butter","1. Cook the rice until tender. 2. Sauté the beef with sriracha. 3. Add chopped carrots and mushrooms, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",413.95,high-protein,16
Chickpeas & Oats Fusion Bowl 436,"oats, chickpeas, tomatoes, kale, vinegar, seeds","1. Cook the oats until tender. 2. Sauté the chickpeas with vinegar. 3. Add chopped tomatoes and kale, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",403.75,vegetarian,17
Tempeh & Bulgur Fusion Bowl 437,"bulgur, tempeh, mushrooms, kale, curry powder, cheese","1. Cook the bulgur until tender. 2. Sauté the tempeh with curry powder. 3. Add chopped mushrooms and kale, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",389.3,vegan,15
Tempeh & Millet Fusion Bowl 438,"millet, tempeh, cauliflower, carrots, soy sauce, honey","1. Cook the millet until tender. 2. Sauté the tempeh with soy sauce. 3. Add chopped cauliflower and carrots, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",208.25,dairy-free,12
Tofu & Barley Fusion Bowl 439,"barley, tofu, mushrooms, carrots, sriracha, nuts","1. Cook the barley until tender. 2. Sauté the tofu with sriracha. 3. Add chopped mushrooms and carrots, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",378.25,dairy-free,20
Seitan & Quinoa Fusion Bowl 440,"quinoa, seitan, kale, tomatoes, sriracha, avocado","1. Cook the quinoa until tender. 2. Sauté the seitan with sriracha. 3. Add chopped kale and tomatoes, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",370.6,low-carb,13
Tempeh & Bulgur Fusion Bowl 441,"bulgur, tempeh, cauliflower, onions, curry powder, peanut butter","1. Cook the bulgur until tender. 2. Sauté the tempeh with curry powder. 3. Add chopped cauliflower and onions, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",217.6,low-carb,29
Chicken & Oats Fusion Bowl 442,"oats, chicken, onions, zucchini, ginger, cheese","1. Cook the oats until tender. 2. Sauté the chicken with ginger. 3. Add chopped onions and zucchini, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",200.6,vegetarian,23
Chickpeas & Bulgur Fusion Bowl 443,"bulgur, chickpeas, broccoli, onions, curry powder, lemon","1. Cook the bulgur until tender. 2. Sauté the chickpeas with curry powder. 3. Add chopped broccoli and onions, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",261.8,dairy-free,12
Beef & Millet Fusion Bowl 444,"millet, beef, onions, zucchini, cumin, lemon","1. Cook the millet until tender. 2. Sauté the beef with cumin. 3. Add chopped onions and zucchini, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",193.8,gluten-free,16
Tempeh & Barley Fusion Bowl 445,"barley, tempeh, broccoli, tomatoes, curry powder, cheese","1. Cook the barley until tender. 2. Sauté the tempeh with curry powder. 3. Add chopped broccoli and tomatoes, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",224.4,vegetarian,18
Tempeh & Couscous Fusion Bowl 446,"couscous, tempeh, mushrooms, cauliflower, vinegar, seeds","1. Cook the couscous until tender. 2. Sauté the tempeh with vinegar. 3. Add chopped mushrooms and cauliflower, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",419.05,high-protein,22
Kidney Beans & Quinoa Fusion Bowl 447,"quinoa, kidney beans, onions, cauliflower, mustard, avocado","1. Cook the quinoa until tender. 2. Sauté the kidney beans with mustard. 3. Add chopped onions and cauliflower, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",323.85,vegan,17
Chickpeas & Millet Fusion Bowl 448,"millet, chickpeas, broccoli, zucchini, garlic, peanut butter","1. Cook the millet until tender. 2. Sauté the chickpeas with garlic. 3. Add chopped broccoli and zucchini, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",396.95,vegan,13
Tempeh & Rice Fusion Bowl 449,"rice, tempeh, mushrooms, carrots, vinegar, yogurt","1. Cook the rice until tender. 2. Sauté the tempeh with vinegar. 3. Add chopped mushrooms and carrots, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",205.7,pescatarian,24
Chickpeas & Barley Fusion Bowl 450,"barley, chickpeas, mushrooms, broccoli, curry powder, avocado","1. Cook the barley until tender. 2. Sauté the chickpeas with curry powder. 3. Add chopped mushrooms and broccoli, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",371.45,low-carb,16
Tuna & Couscous Fusion Bowl 451,"couscous, tuna, spinach, carrots, vinegar, lemon","1. Cook the couscous until tender. 2. Sauté the tuna with vinegar. 3. Add chopped spinach and carrots, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",419.05,vegetarian,22
Tofu & Millet Fusion Bowl 452,"millet, tofu, onions, tomatoes, curry powder, yogurt","1. Cook the millet until tender. 2. Sauté the tofu with curry powder. 3. Add chopped onions and tomatoes, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",174.25,vegan,16
Lentils & Quinoa Fusion Bowl 453,"quinoa, lentils, onions, zucchini, chili powder, honey","1. Cook the quinoa until tender. 2. Sauté the lentils with chili powder. 3. Add chopped onions and zucchini, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",380.8,low-carb,30
Kidney Beans & Barley Fusion Bowl 454,"barley, kidney beans, zucchini, onions, curry powder, seeds","1. Cook the barley until tender. 2. Sauté the kidney beans with curry powder. 3. Add chopped zucchini and onions, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",199.75,vegetarian,18
Kidney Beans & Rice Fusion Bowl 455,"rice, kidney beans, onions, broccoli, vinegar, lime","1. Cook the rice until tender. 2. Sauté the kidney beans with vinegar. 3. Add chopped onions and broccoli, cook until soft. 4. Stir in lime, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",288.15,high-protein,28
Eggs & Millet Fusion Bowl 456,"millet, eggs, broccoli, spinach, vinegar, honey","1. Cook the millet until tender. 2. Sauté the eggs with vinegar. 3. Add chopped broccoli and spinach, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",414.8,non-vegetarian,24
Chicken & Millet Fusion Bowl 457,"millet, chicken, zucchini, carrots, mustard, honey","1. Cook the millet until tender. 2. Sauté the chicken with mustard. 3. Add chopped zucchini and carrots, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",341.7,gluten-free,24
Chicken & Millet Fusion Bowl 458,"millet, chicken, kale, cauliflower, turmeric, seeds","1. Cook the millet until tender. 2. Sauté the chicken with turmeric. 3. Add chopped kale and cauliflower, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",413.95,non-vegetarian,24
Chicken & Oats Fusion Bowl 459,"oats, chicken, tomatoes, onions, vinegar, maple syrup","1. Cook the oats until tender. 2. Sauté the chicken with vinegar. 3. Add chopped tomatoes and onions, cook until soft. 4. Stir in maple syrup, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",243.95,gluten-free,16
Seitan & Millet Fusion Bowl 460,"millet, seitan, zucchini, onions, mustard, lime","1. Cook the millet until tender. 2. Sauté the seitan with mustard. 3. Add chopped zucchini and onions, cook until soft. 4. Stir in lime, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",294.1,pescatarian,18
Tofu & Millet Fusion Bowl 461,"millet, tofu, kale, spinach, chili powder, peanut butter","1. Cook the millet until tender. 2. Sauté the tofu with chili powder. 3. Add chopped kale and spinach, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",188.7,vegetarian,14
Tempeh & Couscous Fusion Bowl 462,"couscous, tempeh, spinach, mushrooms, cumin, yogurt","1. Cook the couscous until tender. 2. Sauté the tempeh with cumin. 3. Add chopped spinach and mushrooms, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",317.9,non-vegetarian,27
Tempeh & Rice Fusion Bowl 463,"rice, tempeh, carrots, spinach, ginger, peanut butter","1. Cook the rice until tender. 2. Sauté the tempeh with ginger. 3. Add chopped carrots and spinach, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",272.85,dairy-free,21
Seitan & Couscous Fusion Bowl 464,"couscous, seitan, tomatoes, zucchini, sriracha, seeds","1. Cook the couscous until tender. 2. Sauté the seitan with sriracha. 3. Add chopped tomatoes and zucchini, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",192.1,non-vegetarian,15
Kidney Beans & Barley Fusion Bowl 465,"barley, kidney beans, mushrooms, cauliflower, curry powder, cheese","1. Cook the barley until tender. 2. Sauté the kidney beans with curry powder. 3. Add chopped mushrooms and cauliflower, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",278.8,vegetarian,12
Tuna & Bulgur Fusion Bowl 466,"bulgur, tuna, tomatoes, broccoli, cumin, avocado","1. Cook the bulgur until tender. 2. Sauté the tuna with cumin. 3. Add chopped tomatoes and broccoli, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",413.1,gluten-free,29
Eggs & Oats Fusion Bowl 467,"oats, eggs, kale, onions, cumin, seeds","1. Cook the oats until tender. 2. Sauté the eggs with cumin. 3. Add chopped kale and onions, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",361.25,dairy-free,21
Eggs & Barley Fusion Bowl 468,"barley, eggs, carrots, tomatoes, curry powder, yogurt","1. Cook the barley until tender. 2. Sauté the eggs with curry powder. 3. Add chopped carrots and tomatoes, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",173.4,dairy-free,14
Beef & Oats Fusion Bowl 469,"oats, beef, spinach, kale, garlic, lemon","1. Cook the oats until tender. 2. Sauté the beef with garlic. 3. Add chopped spinach and kale, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",322.15,pescatarian,25
Chicken & Quinoa Fusion Bowl 470,"quinoa, chicken, mushrooms, carrots, sriracha, cheese","1. Cook the quinoa until tender. 2. Sauté the chicken with sriracha. 3. Add chopped mushrooms and carrots, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",391,high-protein,17
Beef & Quinoa Fusion Bowl 471,"quinoa, beef, spinach, carrots, soy sauce, nuts","1. Cook the quinoa until tender. 2. Sauté the beef with soy sauce. 3. Add chopped spinach and carrots, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",353.6,dairy-free,22
Chickpeas & Couscous Fusion Bowl 472,"couscous, chickpeas, tomatoes, kale, mustard, seeds","1. Cook the couscous until tender. 2. Sauté the chickpeas with mustard. 3. Add chopped tomatoes and kale, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",307.7,vegetarian,14
Seitan & Rice Fusion Bowl 473,"rice, seitan, spinach, kale, turmeric, avocado","1. Cook the rice until tender. 2. Sauté the seitan with turmeric. 3. Add chopped spinach and kale, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",391.85,vegetarian,21
Chickpeas & Oats Fusion Bowl 474,"oats, chickpeas, cauliflower, carrots, garlic, cheese","1. Cook the oats until tender. 2. Sauté the chickpeas with garlic. 3. Add chopped cauliflower and carrots, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",192.95,low-carb,16
Chicken & Barley Fusion Bowl 475,"barley, chicken, tomatoes, cauliflower, garlic, nuts","1. Cook the barley until tender. 2. Sauté the chicken with garlic. 3. Add chopped tomatoes and cauliflower, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",259.25,vegan,20
Seitan & Barley Fusion Bowl 476,"barley, seitan, cauliflower, spinach, curry powder, cheese","1. Cook the barley until tender. 2. Sauté the seitan with curry powder. 3. Add chopped cauliflower and spinach, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",383.35,vegan,28
Eggs & Quinoa Fusion Bowl 477,"quinoa, eggs, kale, onions, mustard, seeds","1. Cook the quinoa until tender. 2. Sauté the eggs with mustard. 3. Add chopped kale and onions, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",409.7,non-vegetarian,22
Beef & Rice Fusion Bowl 478,"rice, beef, broccoli, tomatoes, soy sauce, maple syrup","1. Cook the rice until tender. 2. Sauté the beef with soy sauce. 3. Add chopped broccoli and tomatoes, cook until soft. 4. Stir in maple syrup, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",199.75,non-vegetarian,16
Chickpeas & Couscous Fusion Bowl 479,"couscous, chickpeas, kale, zucchini, soy sauce, peanut butter","1. Cook the couscous until tender. 2. Sauté the chickpeas with soy sauce. 3. Add chopped kale and zucchini, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",262.65,dairy-free,23
Lentils & Millet Fusion Bowl 480,"millet, lentils, carrots, cauliflower, turmeric, avocado","1. Cook the millet until tender. 2. Sauté the lentils with turmeric. 3. Add chopped carrots and cauliflower, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",203.15,gluten-free,18
Tempeh & Rice Fusion Bowl 481,"rice, tempeh, broccoli, kale, ginger, cheese","1. Cook the rice until tender. 2. Sauté the tempeh with ginger. 3. Add chopped broccoli and kale, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",408.85,low-carb,12
Lentils & Bulgur Fusion Bowl 482,"bulgur, lentils, cauliflower, tomatoes, mustard, lime","1. Cook the bulgur until tender. 2. Sauté the lentils with mustard. 3. Add chopped cauliflower and tomatoes, cook until soft. 4. Stir in lime, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",399.5,high-protein,24
Kidney Beans & Rice Fusion Bowl 483,"rice, kidney beans, broccoli, spinach, soy sauce, lemon","1. Cook the rice until tender. 2. Sauté the kidney beans with soy sauce. 3. Add chopped broccoli and spinach, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",393.55,gluten-free,25
